"","stimnum","truth","type","level","stimtext","hit","response","rt","trialnum","uniqueid"
"2549",73,"F","P",9,"A cardinal is blue",TRUE,"F",2028,100,"21:21"
"2550",56,"T","S",1,"A sturgeon is a fish",TRUE,"T",1602,101,"21:21"
"2551",41,"T","S",0,"A ferret is a ferret",TRUE,"T",1394,102,"21:21"
"2552",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",869,103,"21:21"
"2553",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",798,104,"21:21"
"2554",53,"T","S",1,"A wolf is a mammal",TRUE,"T",1485,105,"21:21"
"2555",62,"T","S",2,"A peacock is an animal",TRUE,"T",1116,106,"21:21"
"2556",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",3066,107,"21:21"
"2557",137,"F","S",9,"A rabbit is a building",TRUE,"F",1203,108,"21:21"
"2558",75,"F","P",9,"An owl can swim",TRUE,"F",2250,109,"21:21"
"2559",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",1802,110,"21:21"
"2560",127,"F","S",9,"A minnow is a mammal",TRUE,"F",2378,111,"21:21"
"2561",15,"T","P",1,"A falcon can fly",TRUE,"T",1052,112,"21:21"
"2562",97,"F","P",9,"A robin has a shell",TRUE,"F",1075,113,"21:21"
"2563",81,"F","P",9,"A goldfish is purple",TRUE,"F",2718,114,"21:21"
"2564",32,"T","P",2,"A barracuda can move",TRUE,"T",1483,115,"21:21"
"2565",34,"T","P",2,"A box turtle can see",TRUE,"T",1703,116,"21:21"
"2566",64,"T","S",2,"A lion is an animal",TRUE,"T",1333,117,"21:21"
"2567",85,"F","P",9,"An eagle eats grass",TRUE,"F",1575,118,"21:21"
"2568",82,"F","P",9,"A tortoise runs fast",TRUE,"F",2462,119,"21:21"
"2569",54,"T","S",1,"A goat is a mammal",TRUE,"T",878,120,"21:21"
"2570",109,"F","S",9,"An ostrich is a pig",TRUE,"F",1183,121,"21:21"
"2571",33,"T","P",2,"A parrotfish has muscles",TRUE,"T",2210,122,"21:21"
"2572",142,"F","S",9,"A newt is a plane",TRUE,"F",1027,123,"21:21"
"2573",36,"T","P",2,"A gecko is alive",TRUE,"T",1711,124,"21:21"
"2574",89,"F","P",9,"A cat has no legs",TRUE,"F",1021,125,"21:21"
"2575",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",1157,126,"21:21"
"2576",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",2181,127,"21:21"
"2577",121,"F","S",9,"A chickadee is a mammal",FALSE,"T",1370,128,"21:21"
"2578",30,"T","P",2,"An antilope has a mouth",TRUE,"T",1947,129,"21:21"
"2579",124,"F","S",9,"A bear is a bird",TRUE,"F",2458,130,"21:21"
"2580",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",2245,131,"21:21"
"2581",38,"T","S",0,"A penguin is a penguin",TRUE,"T",882,132,"21:21"
"2582",123,"F","S",9,"A crane is a fish",TRUE,"F",2770,133,"21:21"
"2583",9,"T","P",0,"A goldfish is orange",TRUE,"T",1587,134,"21:21"
"2584",93,"F","P",9,"A catfish can fly",TRUE,"F",996,135,"21:21"
"2585",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",1620,136,"21:21"
"2586",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",1389,137,"21:21"
"2587",5,"T","P",0,"A moose has antlers",TRUE,"T",1674,138,"21:21"
"2588",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",2079,139,"21:21"
"2589",13,"T","P",1,"An eagle has wings",TRUE,"T",954,140,"21:21"
"2590",92,"F","P",9,"An angelfish climbs trees",TRUE,"F",1522,141,"21:21"
"2591",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1749,142,"21:21"
"2592",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",2550,143,"21:21"
"2593",102,"F","P",9,"An antilope is scaly",TRUE,"F",998,144,"21:21"
"2594",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",1397,1,"9:9"
"2595",70,"T","S",2,"A newt is an animal",FALSE,"F",1605,2,"9:9"
"2596",5,"T","P",0,"A moose has antlers",TRUE,"T",1180,3,"9:9"
"2597",102,"F","P",9,"An antilope is scaly",TRUE,"F",1402,4,"9:9"
"2598",144,"F","S",9,"A frog is a chickadee",TRUE,"F",2164,5,"9:9"
"2599",62,"T","S",2,"A peacock is an animal",TRUE,"T",1042,6,"9:9"
"2600",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",1516,7,"9:9"
"2601",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1546,8,"9:9"
"2602",12,"T","P",0,"A crocodile has sharp teeth",TRUE,"T",2772,9,"9:9"
"2603",31,"T","P",2,"A trout can reproduce",TRUE,"T",2382,10,"9:9"
"2604",49,"T","S",1,"A chickadee is a bird",FALSE,"F",2418,11,"9:9"
"2605",99,"F","P",9,"A chicken has sharp teeth",TRUE,"F",1492,12,"9:9"
"2606",80,"F","P",9,"A tiger shark has fur",TRUE,"F",3678,13,"9:9"
"2607",100,"F","P",9,"A monkey has antlers",TRUE,"F",1426,14,"9:9"
"2608",42,"T","S",0,"A fox is a fox",TRUE,"T",874,15,"9:9"
"2609",128,"F","S",9,"A sturgeon is a bird",TRUE,"F",1287,16,"9:9"
"2610",106,"F","P",9,"A box turtle can hop",TRUE,"F",2578,17,"9:9"
"2611",69,"T","S",2,"A piranha is an animal",TRUE,"T",3651,18,"9:9"
"2612",115,"F","S",9,"A cod is a rock",TRUE,"F",2099,19,"9:9"
"2613",25,"T","P",2,"A robin breathes",TRUE,"T",2078,20,"9:9"
"2614",19,"T","P",1,"A flounder has gills",TRUE,"T",1366,21,"9:9"
"2615",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",2647,22,"9:9"
"2616",21,"T","P",1,"A catfish can swim",TRUE,"T",1100,23,"9:9"
"2617",74,"F","P",9,"A pigeon barks",TRUE,"F",1919,24,"9:9"
"2618",39,"T","S",0,"A mockingbird is a mockingbird",TRUE,"T",804,25,"9:9"
"2619",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",906,26,"9:9"
"2620",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",3563,27,"9:9"
"2621",85,"F","P",9,"An eagle eats grass",TRUE,"F",1796,28,"9:9"
"2622",86,"F","P",9,"A blue jay has gills",TRUE,"F",1397,29,"9:9"
"2623",117,"F","S",9,"A clownfish is a mammal",TRUE,"F",2005,30,"9:9"
"2624",59,"T","S",1,"A chameleon is a reptile",TRUE,"T",2180,31,"9:9"
"2625",110,"F","S",9,"A penguin is a shark",TRUE,"F",1590,32,"9:9"
"2626",114,"F","S",9,"A fox is a tree",TRUE,"F",2005,33,"9:9"
"2627",89,"F","P",9,"A cat has no legs",TRUE,"F",2286,34,"9:9"
"2628",52,"T","S",1,"A bear is a mammal",TRUE,"T",1652,35,"9:9"
"2629",97,"F","P",9,"A robin has a shell",TRUE,"F",1858,36,"9:9"
"2630",137,"F","S",9,"A rabbit is a building",TRUE,"F",1541,37,"9:9"
"2631",92,"F","P",9,"An angelfish climbs trees",TRUE,"F",1851,38,"9:9"
"2632",35,"T","P",2,"A cobra has blood",TRUE,"T",2325,39,"9:9"
"2633",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1138,40,"9:9"
"2634",27,"T","P",2,"A chicken has a brain",TRUE,"T",1164,41,"9:9"
"2635",138,"F","S",9,"A mouse is a leaf",TRUE,"F",2300,42,"9:9"
"2636",135,"F","S",9,"A parrot is a rock",TRUE,"F",1890,43,"9:9"
"2637",43,"T","S",0,"A cod is a cod",TRUE,"T",1854,44,"9:9"
"2638",32,"T","P",2,"A barracuda can move",TRUE,"T",3786,45,"9:9"
"2639",15,"T","P",1,"A falcon can fly",TRUE,"T",1171,46,"9:9"
"2640",13,"T","P",1,"An eagle has wings",TRUE,"T",2079,47,"9:9"
"2641",64,"T","S",2,"A lion is an animal",TRUE,"T",851,48,"9:9"
"2642",66,"T","S",2,"A mouse is an animal",TRUE,"T",1322,49,"9:9"
"2643",72,"T","S",2,"A frog is an animal",TRUE,"T",982,50,"9:9"
"2644",54,"T","S",1,"A goat is a mammal",TRUE,"T",821,51,"9:9"
"2645",125,"F","S",9,"A wolf is a reptile",TRUE,"F",1109,52,"9:9"
"2646",73,"F","P",9,"A cardinal is blue",FALSE,"T",1260,53,"9:9"
"2647",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",907,54,"9:9"
"2648",50,"T","S",1,"A sparrow is a bird",TRUE,"T",755,55,"9:9"
"2649",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",2159,56,"9:9"
"2650",116,"F","S",9,"A herring is an antelope",TRUE,"F",1530,57,"9:9"
"2651",78,"F","P",9,"A dog lays eggs",TRUE,"F",1173,58,"9:9"
"2652",124,"F","S",9,"A bear is a bird",TRUE,"F",1179,59,"9:9"
"2653",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1670,60,"9:9"
"2654",41,"T","S",0,"A ferret is a ferret",TRUE,"T",782,61,"9:9"
"2655",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",2548,62,"9:9"
"2656",47,"T","S",0,"A salamander is a salamander",TRUE,"T",1342,63,"9:9"
"2657",119,"F","S",9,"A salamander is a ferret",TRUE,"F",1483,64,"9:9"
"2658",120,"F","S",9,"An anaconda is a mockingbird",TRUE,"F",1893,65,"9:9"
"2659",143,"F","S",9,"A sea turtle is a boat",TRUE,"F",1205,66,"9:9"
"2660",129,"F","S",9,"A mackerel is a reptile",TRUE,"F",2030,67,"9:9"
"2661",126,"F","S",9,"A goat is a fish",TRUE,"F",1421,68,"9:9"
"2662",108,"F","P",9,"A gecko has fangs",TRUE,"F",1965,69,"9:9"
"2663",101,"F","P",9,"A rat has feathers",TRUE,"F",2158,70,"9:9"
"2664",88,"F","P",9,"A deer is slimy",TRUE,"F",2522,71,"9:9"
"2665",36,"T","P",2,"A gecko is alive",TRUE,"T",980,72,"9:9"
"2666",10,"T","P",0,"A tortoise has a shell",TRUE,"T",1011,73,"9:9"
"2667",56,"T","S",1,"A sturgeon is a fish",FALSE,"F",917,74,"9:9"
"2668",46,"T","S",0,"A monitor lizard is a monitor lizard",TRUE,"T",1658,75,"9:9"
"2669",29,"T","P",2,"A rat has bones",TRUE,"T",3142,76,"9:9"
"2670",9,"T","P",0,"A goldfish is orange",TRUE,"T",1171,77,"9:9"
"2671",23,"T","P",1,"A snapping turtle has scaly skin",TRUE,"T",2243,78,"9:9"
"2672",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",1787,79,"9:9"
"2673",17,"T","P",1,"A cat is warm-blooded",TRUE,"T",2106,80,"9:9"
"2674",7,"T","P",0,"A salmon swims upstream",TRUE,"T",1962,81,"9:9"
"2675",44,"T","S",0,"A herring is a herring",TRUE,"T",2883,82,"9:9"
"2676",75,"F","P",9,"An owl can swim",TRUE,"F",1127,83,"9:9"
"2677",95,"F","P",9,"A snapping turtle has six legs",TRUE,"F",4429,84,"9:9"
"2678",91,"F","P",9,"A flounder can talk",TRUE,"F",1268,85,"9:9"
"2679",55,"T","S",1,"A minnow is a fish",FALSE,"F",3541,86,"9:9"
"2680",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",4549,87,"9:9"
"2681",60,"T","S",1,"A rattlesnake is a reptile",TRUE,"T",3094,88,"9:9"
"2682",37,"T","S",0,"An ostrich is an ostrich",TRUE,"T",1087,89,"9:9"
"2683",130,"F","S",9,"A komodo dragon is a mammal",FALSE,"T",4451,90,"9:9"
"2684",93,"F","P",9,"A catfish can fly",FALSE,"T",3021,91,"9:9"
"2685",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",1414,92,"9:9"
"2686",98,"F","P",9,"A woodpecker has fingers",TRUE,"F",2748,93,"9:9"
"2687",121,"F","S",9,"A chickadee is a mammal",TRUE,"F",1095,94,"9:9"
"2688",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",991,95,"9:9"
"2689",103,"F","P",9,"A trout is furry",TRUE,"F",1108,96,"9:9"
"2690",83,"F","P",9,"A garter snake is tall",TRUE,"F",2326,97,"9:9"
"2691",131,"F","S",9,"A chameleon is a bird",FALSE,"T",862,98,"9:9"
"2692",142,"F","S",9,"A newt is a plane",TRUE,"F",907,99,"9:9"
"2693",123,"F","S",9,"A crane is a fish",FALSE,"T",1013,100,"9:9"
"2694",16,"T","P",1,"A deer has hair",TRUE,"T",1306,101,"9:9"
"2695",81,"F","P",9,"A goldfish is purple",TRUE,"F",938,102,"9:9"
"2696",1,"T","P",0,"A cardinal is red",TRUE,"T",898,103,"9:9"
"2697",65,"T","S",2,"A rabbit is an animal",TRUE,"T",944,104,"9:9"
"2698",139,"F","S",9,"A sardine is an anaconda",TRUE,"F",2450,105,"9:9"
"2699",20,"T","P",1,"An angelfish has fins",TRUE,"T",1563,106,"9:9"
"2700",8,"T","P",0,"A tiger shark is dangerous",TRUE,"T",1243,107,"9:9"
"2701",84,"F","P",9,"A crocodile is small",FALSE,"T",2975,108,"9:9"
"2702",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",1732,109,"9:9"
"2703",134,"F","S",9,"A peacock is a sport",TRUE,"F",1163,110,"9:9"
"2704",107,"F","P",9,"A cobra has legs",TRUE,"F",1859,111,"9:9"
"2705",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",1581,112,"9:9"
"2706",79,"F","P",9,"A salmon has legs",TRUE,"F",1283,113,"9:9"
"2707",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",1676,114,"9:9"
"2708",68,"T","S",2,"A pufferfish is an animal",TRUE,"T",1380,115,"9:9"
"2709",33,"T","P",2,"A parrotfish has muscles",FALSE,"F",2458,116,"9:9"
"2710",30,"T","P",2,"An antilope has a mouth",TRUE,"T",1339,117,"9:9"
"2711",3,"T","P",0,"An owl is nocturnal",TRUE,"T",1051,118,"9:9"
"2712",11,"T","P",0,"A garter snake has no legs",FALSE,"F",1987,119,"9:9"
"2713",67,"T","S",2,"A sardine is an animal",TRUE,"T",1135,120,"9:9"
"2714",133,"F","S",9,"A hummingbird is a plant",TRUE,"F",1374,121,"9:9"
"2715",2,"T","P",0,"A pigeon coos",FALSE,"F",4010,122,"9:9"
"2716",87,"F","P",9,"A falcon lives under water",TRUE,"F",1716,123,"9:9"
"2717",38,"T","S",0,"A penguin is a penguin",TRUE,"T",2287,124,"9:9"
"2718",112,"F","S",9,"A chipmunk is a plant",TRUE,"F",1119,125,"9:9"
"2719",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",1036,126,"9:9"
"2720",82,"F","P",9,"A tortoise runs fast",TRUE,"F",1282,127,"9:9"
"2721",76,"F","P",9,"A squirrel has a beak",TRUE,"F",3756,128,"9:9"
"2722",34,"T","P",2,"A box turtle can see",TRUE,"T",1259,129,"9:9"
"2723",63,"T","S",2,"A parrot is an animal",TRUE,"T",1002,130,"9:9"
"2724",127,"F","S",9,"A minnow is a mammal",TRUE,"F",1342,131,"9:9"
"2725",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1188,132,"9:9"
"2726",53,"T","S",1,"A wolf is a mammal",FALSE,"F",838,133,"9:9"
"2727",109,"F","S",9,"An ostrich is a pig",TRUE,"F",1207,134,"9:9"
"2728",136,"F","S",9,"A lion is a car",TRUE,"F",2123,135,"9:9"
"2729",113,"F","S",9,"A ferret is a mineral",TRUE,"F",1215,136,"9:9"
"2730",104,"F","P",9,"A barracuda is friendly",TRUE,"F",1602,137,"9:9"
"2731",51,"T","S",1,"A crane is a bird",TRUE,"T",1662,138,"9:9"
"2732",57,"T","S",1,"A mackerel is a fish",FALSE,"F",1470,139,"9:9"
"2733",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",3303,140,"9:9"
"2734",77,"F","P",9,"A moose has wings",TRUE,"F",2491,141,"9:9"
"2735",90,"F","P",9,"A pig has scales",TRUE,"F",1499,142,"9:9"
"2736",28,"T","P",2,"A monkey has a heart",TRUE,"T",891,143,"9:9"
"2737",6,"T","P",0,"A dog barks",TRUE,"T",2051,144,"9:9"
"2738",129,"F","S",9,"A mackerel is a reptile",TRUE,"F",4060,1,"22:22"
"2739",110,"F","S",9,"A penguin is a shark",TRUE,"F",1546,2,"22:22"
"2740",15,"T","P",1,"A falcon can fly",TRUE,"T",1356,3,"22:22"
"2741",50,"T","S",1,"A sparrow is a bird",TRUE,"T",1162,4,"22:22"
"2742",81,"F","P",9,"A goldfish is purple",TRUE,"F",2239,5,"22:22"
"2743",141,"F","S",9,"A piranha is an ostrich",TRUE,"F",1867,6,"22:22"
"2744",17,"T","P",1,"A cat is warm-blooded",TRUE,"T",1995,7,"22:22"
"2745",130,"F","S",9,"A komodo dragon is a mammal",TRUE,"F",2316,8,"22:22"
"2746",24,"T","P",1,"A boa constrictor lays eggs",TRUE,"T",3399,9,"22:22"
"2747",27,"T","P",2,"A chicken has a brain",TRUE,"T",2064,10,"22:22"
"2748",57,"T","S",1,"A mackerel is a fish",TRUE,"T",1580,11,"22:22"
"2749",91,"F","P",9,"A flounder can talk",TRUE,"F",1404,12,"22:22"
"2750",126,"F","S",9,"A goat is a fish",TRUE,"F",1284,13,"22:22"
"2751",125,"F","S",9,"A wolf is a reptile",TRUE,"F",1050,14,"22:22"
"2752",134,"F","S",9,"A peacock is a sport",TRUE,"F",2280,15,"22:22"
"2753",88,"F","P",9,"A deer is slimy",TRUE,"F",1559,16,"22:22"
"2754",138,"F","S",9,"A mouse is a leaf",TRUE,"F",1836,17,"22:22"
"2755",98,"F","P",9,"A woodpecker has fingers",TRUE,"F",4476,18,"22:22"
"2756",144,"F","S",9,"A frog is a chickadee",TRUE,"F",1740,19,"22:22"
"2757",34,"T","P",2,"A box turtle can see",TRUE,"T",2620,20,"22:22"
"2758",26,"T","P",2,"A woodpecker has eyes",TRUE,"T",1366,21,"22:22"
"2759",137,"F","S",9,"A rabbit is a building",TRUE,"F",2276,22,"22:22"
"2760",112,"F","S",9,"A chipmunk is a plant",TRUE,"F",1125,23,"22:22"
"2761",14,"T","P",1,"A blue jay has a beak",TRUE,"T",1589,24,"22:22"
"2762",21,"T","P",1,"A catfish can swim",TRUE,"T",1359,25,"22:22"
"2763",140,"F","S",9,"A pufferfish is a fox",TRUE,"F",3546,26,"22:22"
"2764",28,"T","P",2,"A monkey has a heart",TRUE,"T",1383,27,"22:22"
"2765",73,"F","P",9,"A cardinal is blue",FALSE,"T",5415,28,"22:22"
"2766",38,"T","S",0,"A penguin is a penguin",TRUE,"T",3102,29,"22:22"
"2767",29,"T","P",2,"A rat has bones",TRUE,"T",1299,30,"22:22"
"2768",43,"T","S",0,"A cod is a cod",TRUE,"T",1218,31,"22:22"
"2769",77,"F","P",9,"A moose has wings",TRUE,"F",1738,32,"22:22"
"2770",61,"T","S",2,"A hummingbird is an animal",TRUE,"T",2742,33,"22:22"
"2771",78,"F","P",9,"A dog lays eggs",TRUE,"F",1191,34,"22:22"
"2772",6,"T","P",0,"A dog barks",TRUE,"T",1109,35,"22:22"
"2773",122,"F","S",9,"A sparrow is a reptile",TRUE,"F",1187,36,"22:22"
"2774",39,"T","S",0,"A mockingbird is a mockingbird",TRUE,"T",1752,37,"22:22"
"2775",41,"T","S",0,"A ferret is a ferret",TRUE,"T",835,38,"22:22"
"2776",7,"T","P",0,"A salmon swims upstream",TRUE,"T",2100,39,"22:22"
"2777",55,"T","S",1,"A minnow is a fish",TRUE,"T",1503,40,"22:22"
"2778",37,"T","S",0,"An ostrich is an ostrich",TRUE,"T",962,41,"22:22"
"2779",22,"T","P",1,"An alligator is cold-blooded",TRUE,"T",3411,42,"22:22"
"2780",108,"F","P",9,"A gecko has fangs",TRUE,"F",5199,43,"22:22"
"2781",92,"F","P",9,"An angelfish climbs trees",TRUE,"F",3238,44,"22:22"
"2782",45,"T","S",0,"A clownfish is a clownfish",TRUE,"T",1226,45,"22:22"
"2783",109,"F","S",9,"An ostrich is a pig",TRUE,"F",1074,46,"22:22"
"2784",142,"F","S",9,"A newt is a plane",TRUE,"F",2691,47,"22:22"
"2785",33,"T","P",2,"A parrotfish has muscles",FALSE,"F",2766,48,"22:22"
"2786",35,"T","P",2,"A cobra has blood",TRUE,"T",5583,49,"22:22"
"2787",63,"T","S",2,"A parrot is an animal",TRUE,"T",1931,50,"22:22"
"2788",96,"F","P",9,"A boa constrictor eats leaves",TRUE,"F",4162,51,"22:22"
"2789",135,"F","S",9,"A parrot is a rock",TRUE,"F",1278,52,"22:22"
"2790",102,"F","P",9,"An antilope is scaly",TRUE,"F",2120,53,"22:22"
"2791",49,"T","S",1,"A chickadee is a bird",TRUE,"T",2610,54,"22:22"
"2792",136,"F","S",9,"A lion is a car",TRUE,"F",1475,55,"22:22"
"2793",114,"F","S",9,"A fox is a tree",TRUE,"F",1030,56,"22:22"
"2794",11,"T","P",0,"A garter snake has no legs",TRUE,"T",2400,57,"22:22"
"2795",10,"T","P",0,"A tortoise has a shell",TRUE,"T",1187,58,"22:22"
"2796",67,"T","S",2,"A sardine is an animal",TRUE,"T",1645,59,"22:22"
"2797",1,"T","P",0,"A cardinal is red",TRUE,"T",1892,60,"22:22"
"2798",71,"T","S",2,"A sea turtle is an animal",TRUE,"T",3114,61,"22:22"
"2799",117,"F","S",9,"A clownfish is a mammal",TRUE,"F",1469,62,"22:22"
"2800",118,"F","S",9,"A monitor lizard is a pigeon",TRUE,"F",2894,63,"22:22"
"2801",44,"T","S",0,"A herring is a herring",TRUE,"T",1406,64,"22:22"
"2802",36,"T","P",2,"A gecko is alive",TRUE,"T",1645,65,"22:22"
"2803",139,"F","S",9,"A sardine is an anaconda",TRUE,"F",2467,66,"22:22"
"2804",133,"F","S",9,"A hummingbird is a plant",TRUE,"F",2315,67,"22:22"
"2805",60,"T","S",1,"A rattlesnake is a reptile",TRUE,"T",2166,68,"22:22"
"2806",79,"F","P",9,"A salmon has legs",TRUE,"F",1388,69,"22:22"
"2807",106,"F","P",9,"A box turtle can hop",TRUE,"F",1603,70,"22:22"
"2808",116,"F","S",9,"A herring is an antelope",TRUE,"F",1261,71,"22:22"
"2809",75,"F","P",9,"An owl can swim",TRUE,"F",1268,72,"22:22"
"2810",18,"T","P",1,"A pig gives birth to live young",TRUE,"T",5307,73,"22:22"
"2811",20,"T","P",1,"An angelfish has fins",TRUE,"T",1396,74,"22:22"
"2812",32,"T","P",2,"A barracuda can move",TRUE,"T",1570,75,"22:22"
"2813",123,"F","S",9,"A crane is a fish",FALSE,"T",1418,76,"22:22"
"2814",13,"T","P",1,"An eagle has wings",TRUE,"T",2218,77,"22:22"
"2815",85,"F","P",9,"An eagle eats grass",TRUE,"F",2565,78,"22:22"
"2816",16,"T","P",1,"A deer has hair",TRUE,"T",1594,79,"22:22"
"2817",42,"T","S",0,"A fox is a fox",TRUE,"T",1020,80,"22:22"
"2818",86,"F","P",9,"A blue jay has gills",TRUE,"F",1710,81,"22:22"
"2819",23,"T","P",1,"A snapping turtle has scaly skin",FALSE,"F",7077,82,"22:22"
"2820",127,"F","S",9,"A minnow is a mammal",TRUE,"F",1323,83,"22:22"
"2821",115,"F","S",9,"A cod is a rock",TRUE,"F",1234,84,"22:22"
"2822",56,"T","S",1,"A sturgeon is a fish",TRUE,"T",2006,85,"22:22"
"2823",131,"F","S",9,"A chameleon is a bird",TRUE,"F",2431,86,"22:22"
"2824",12,"T","P",0,"A crocodile has sharp teeth",TRUE,"T",1621,87,"22:22"
"2825",107,"F","P",9,"A cobra has legs",TRUE,"F",1106,88,"22:22"
"2826",82,"F","P",9,"A tortoise runs fast",TRUE,"F",5908,89,"22:22"
"2827",87,"F","P",9,"A falcon lives under water",TRUE,"F",2139,90,"22:22"
"2828",113,"F","S",9,"A ferret is a mineral",TRUE,"F",2234,91,"22:22"
"2829",103,"F","P",9,"A trout is furry",FALSE,"T",395,92,"22:22"
"2830",69,"T","S",2,"A piranha is an animal",TRUE,"T",3478,93,"22:22"
"2831",65,"T","S",2,"A rabbit is an animal",TRUE,"T",1339,94,"22:22"
"2832",54,"T","S",1,"A goat is a mammal",TRUE,"T",939,95,"22:22"
"2833",90,"F","P",9,"A pig has scales",TRUE,"F",1333,96,"22:22"
"2834",70,"T","S",2,"A newt is an animal",TRUE,"T",1736,97,"22:22"
"2835",40,"T","S",0,"A chipmunk is a chipmunk",TRUE,"T",870,98,"22:22"
"2836",95,"F","P",9,"A snapping turtle has six legs",TRUE,"F",1931,99,"22:22"
"2837",99,"F","P",9,"A chicken has sharp teeth",TRUE,"F",2721,100,"22:22"
"2838",66,"T","S",2,"A mouse is an animal",TRUE,"T",1003,101,"22:22"
"2839",8,"T","P",0,"A tiger shark is dangerous",TRUE,"T",2527,102,"22:22"
"2840",120,"F","S",9,"An anaconda is a mockingbird",TRUE,"F",1518,103,"22:22"
"2841",105,"F","P",9,"A parrotfish hunts rabbits",TRUE,"F",4646,104,"22:22"
"2842",93,"F","P",9,"A catfish can fly",TRUE,"F",1619,105,"22:22"
"2843",4,"T","P",0,"A squirrel climbs trees",TRUE,"T",1731,106,"22:22"
"2844",2,"T","P",0,"A pigeon coos",TRUE,"T",1691,107,"22:22"
"2845",19,"T","P",1,"A flounder has gills",TRUE,"T",219,108,"22:22"
"2846",94,"F","P",9,"An alligator walks on two legs",TRUE,"F",2906,109,"22:22"
"2847",46,"T","S",0,"A monitor lizard is a monitor lizard",TRUE,"T",3612,110,"22:22"
"2848",83,"F","P",9,"A garter snake is tall",TRUE,"F",2042,111,"22:22"
"2849",104,"F","P",9,"A barracuda is friendly",TRUE,"F",1995,112,"22:22"
"2850",25,"T","P",2,"A robin breathes",TRUE,"T",1626,113,"22:22"
"2851",74,"F","P",9,"A pigeon barks",TRUE,"F",1483,114,"22:22"
"2852",143,"F","S",9,"A sea turtle is a boat",TRUE,"F",2931,115,"22:22"
"2853",119,"F","S",9,"A salamander is a ferret",FALSE,"T",1743,116,"22:22"
"2854",58,"T","S",1,"A komodo dragon is a reptile",TRUE,"T",1524,117,"22:22"
"2855",76,"F","P",9,"A squirrel has a beak",TRUE,"F",2271,118,"22:22"
"2856",51,"T","S",1,"A crane is a bird",TRUE,"T",1245,119,"22:22"
"2857",30,"T","P",2,"An antilope has a mouth",TRUE,"T",1468,120,"22:22"
"2858",3,"T","P",0,"An owl is nocturnal",TRUE,"T",1683,121,"22:22"
"2859",80,"F","P",9,"A tiger shark has fur",FALSE,"T",1597,122,"22:22"
"2860",132,"F","S",9,"A rattlesnake is a fish",TRUE,"F",1964,123,"22:22"
"2861",52,"T","S",1,"A bear is a mammal",TRUE,"T",1062,124,"22:22"
"2862",47,"T","S",0,"A salamander is a salamander",TRUE,"T",1405,125,"22:22"
"2863",9,"T","P",0,"A goldfish is orange",TRUE,"T",1210,126,"22:22"
"2864",84,"F","P",9,"A crocodile is small",TRUE,"F",1362,127,"22:22"
"2865",89,"F","P",9,"A cat has no legs",TRUE,"F",2503,128,"22:22"
"2866",100,"F","P",9,"A monkey has antlers",TRUE,"F",3714,129,"22:22"
"2867",64,"T","S",2,"A lion is an animal",TRUE,"T",1141,130,"22:22"
"2868",128,"F","S",9,"A sturgeon is a bird",TRUE,"F",1253,131,"22:22"
"2869",97,"F","P",9,"A robin has a shell",TRUE,"F",1930,132,"22:22"
"2870",72,"T","S",2,"A frog is an animal",TRUE,"T",1701,133,"22:22"
"2871",59,"T","S",1,"A chameleon is a reptile",TRUE,"T",1364,134,"22:22"
"2872",48,"T","S",0,"An anaconda is an anaconda",TRUE,"T",962,135,"22:22"
"2873",111,"F","S",9,"A mockingbird is an eagle",TRUE,"F",2869,136,"22:22"
"2874",62,"T","S",2,"A peacock is an animal",TRUE,"T",1125,137,"22:22"
"2875",101,"F","P",9,"A rat has feathers",TRUE,"F",1421,138,"22:22"
